Code,EN,CN,Level
263113,Network Designer,网络设计师,A
263113,Network Strategist,网络战略家,A
263113,Network Consultant,网络顾问,S
263113,Network Architect,网络架构师,S
263211,ICT Quality Assurance Engineer,信息和通信技术质量保证工程师,P
263211,Quality Analyst (ICT),质量分析师（ ICT）,A
263211,Quality Manager (ICT),质量经理（ ICT）,A
263211,Quality Specialist (ICT),质量专家（ ICT）,A
263211,Computer Systems Auditor,计算机系统审计员,S
263211,Systems Auditor (ICT),系统审计师（ ICT）,S
263212,ICT Support Engineer,信息和通信技术支持工程师,P
263212,Support Analyst,支持分析员,A
263212,Support Architect,支持建筑师,A
263213,ICT Systems Test Engineer,信息和通信技术系统测试工程师,P
263213,Systems Tester,系统测试仪,A
263213,Test Analyst (ICT),测试分析师（ ICT）,A
263299,ICT Support and Test Engineers nec,信息和通信技术支持和测试工程师NEC,P
263299,Usability Architect,可用性架构师,N
263311,Telecommunications Engineer,电讯工程师,P
263311,Signals Officer (Army) (NZ),信号员（陆军） （新西兰）,S
263312,Telecommunications Network Engineer,电信网络工程师,P
263312,Communications Consultant,通信顾问,A
263312,Communications Specialist (ICT),通信专家（ ICT）,A
263312,Telecommunications Consultant,电信顾问,A
263312,Telecommunications Specialist,电信专家,A
271111,Barrister,律师,P
271111,Queen's Counsel,御用大律师,S
271111,Senior Counsel (Aus),资深大律师（AUS）,S
271211,Judge,法官,P
271211,District Court Judge,地方法院法官,S
271211,Family Court Justice,家事法庭法官,S
271211,High Court Justice,高等法院法官,S
271211,Supreme Court Judge,最高法院法官,S
271211,Youth Court Judge (NZ),青少年法庭法官（ NZ ）,S
271212,Magistrate,法官,P
271212,Chamber Magistrate,县长室,A
271212,Children's Court Magistrate,儿童法庭法官,S
271212,Industrial Court Magistrate,工业法庭法官,S
271212,Licensing Court Magistrate,牌照法庭法官,S
271213,Tribunal Member,审裁处成员,P
271213,Administrative Appeals Tribunal Member,行政上诉审裁处成员,S
271213,Industrial Relations Commissioner,劳资关系专员,S
271213,Waitangi Tribunal Member (NZ),怀唐伊法庭会员（ NZ ）,S
271214,Intellectual Property Lawyer,知识产权律师,P
271214,Patent Attorney,专利代理人,S
271214,Trade Mark Attorney,商标律师,S
271299,Judicial and Other Legal Professionals nec,司法和其他法律专业人员制造业,P
271299,Family Court Registrar (Aus),家事法庭登记处（AUS）,N
271299,Family Law Mediator,家庭法调解员,N
271299,Judicial Registrar (Aus),司法常务官（AUS）,N
271299,Legal Officer,法务官,N
271299,Legal Researcher,法律研究员,N
271299,Parliamentary Counsel,国会律师,N
271311,Solicitor,律师,P
272111,Careers Counsellor,职业顾问,P
272111,Careers Adviser,职业顾问,A
272112,Drug and Alcohol Counsellor,药物和酒精参赞,P
272113,Family and Marriage Counsellor,家庭与婚姻辅导员,P
272113,Family Court Counsellor,家事法庭顾问,S
272114,Rehabilitation Counsellor,康复参赞,P
272115,Student Counsellor,学生辅导员,P
272115,School Counsellor,学校辅导员,A
272199,Counsellors nec,辅导员NEC,P
272199,Gambling Counsellor,赌博参赞,N
272199,Grief Counsellor,悲伤参赞,N
272199,Life Coach,生活教练,N
272199,Sexual Abuse Counsellor (NZ),性虐待参赞（ NZ ）,N
272199,Sexual Assault Counsellor (Aus),性侵犯参赞（澳大利亚）,N
272199,Trauma Counsellor,创伤参赞,N
272211,Minister of Religion,宗教部长,P
272211,Aboriginal Ceremonial Celebrant (Aus),原住民礼仪礼（澳大利亚）,S
272211,Chaplain,牧师,S
272211,Imam,阿訇,S
272211,Monk,僧,S
272211,Priest,牧师,S
272211,Rabbi,拉比,S
272211,Salvation Army Officer,救世军主任,S
272311,Clinical Psychologist,临床心理学家,P
272311,Forensic Psychologist,法医心理学家,S
272311,Health Psychologist,健康心理学家,S
272311,Neuropsychologist,神经心理学家,S
272312,Educational Psychologist,教育心理学家,P
272313,Organisational Psychologist,组织心理学家,P
272313,Industrial Psychologist,工业心理学家,A
272313,Occupational Psychologist,职业心理学家,A
272314,Psychotherapist,心理治疗师,P
272314,Art Psychotherapist or Therapist,艺术心理治疗师或治疗师,S
272399,Psychologists nec,心理学家NEC,P
272399,Counselling Psychologist,心理辅导,N
272399,Sport Psychologist,运动心理学家,N
272411,Historian,历史学家,P
272411,Art Historian,艺术史学家,S
272411,Cultural Historian,文化历史学家,S
272411,Economic Historian,经济史学家,S
272411,Geographical Historian,地理历史学家,S
272412,Interpreter,翻译员,P
272412,Kai Whakaruruhau (NZ),凯Whakaruruhau （ NZ ）,S
272413,Translator,翻译者,P
272414,Archaeologist,考古学家,P
272499,Social Professionals nec,社会专业人员NEC,P
272499,Anthropologist,人类学家,N
272499,Criminologist,犯罪学家,N
272499,Geographer,地理学,N
272499,Heritage Consultant,遗产顾问,N
272499,Linguist,语言学家,N
272499,Parole Board Member,假释委员会成员,N
272499,Political Scientist,政治科学家,N
272499,Sociologist,社会学家,N
272499,Transport Analyst,交通运输分析师,N
272511,Social Worker,社工,P
272511,Whanau Support Worker (NZ),Whanau支持工人（新西兰）,S
272611,Community Arts Worker,社区艺术工作者,P
272611,Community Artist,社区艺术家,A
272611,Community Arts Officer,社区艺术总监,A
272611,Community Cultural Development Officer,社区文化发展主任,S
272612,Recreation Coordinator (NZ),娱乐协调员（ NZ ）,P
272612,Recreation Officer (Aus),康乐主任（澳大利亚）,P
272612,Recreation Adviser,娱乐顾问,A
272613,Welfare Worker,福利工作员,P
272613,Welfare Case Worker,福利个案工作者,
311111,Agricultural Technician,农业技术员,P
311111,Agricultural Technical Officer,农业技术主任,A
311111,Agriculture Laboratory Technician,农业实验室技术员,S
311111,Artificial Insemination Technical Officer,人工授精技术主任,S
311111,Dairy Technician,乳品技术员,S
311111,Field Crop Technical Officer,大田作物技术主任,S
311111,Herd Tester,追风测试仪,S
311111,Horticultural Technical Officer,园艺技术主任,S
311211,Anaesthetic Technician,麻醉技术员,P
311212,Cardiac Technician,心脏技术员,P
311212,Cardiac Technologist,心脏技师,S
311212,Electrocardiographic Technician,心电图技师,S
311213,Medical Laboratory Technician,医务化验员,P
311213,Medical Laboratory Technical Officer,医学实验室技术主任,A
311214,Operating Theatre Technician,手术室技术员,P
311215,Pharmacy Technician,药剂技术员,P
311215,Dispensary Technician,药房技术员,A
311216,Pathology Collector (Aus),病理学集电极（澳大利亚）,P
311216,Phlebotomist (NZ),抽血（ NZ ）,P
311216,Specimen Collector,标本采集,A
311216,Blood Collector,血液采集,S
311299,Medical Technicians nec,医疗技术员NEC,P
311299,Audiometrist,Audiometrist,N
311299,Dialysis Technician,透析技术员,N
311299,Electroencephalographic Technician,脑电图技术员,N
311299,Mortuary Technician,殓房技术员,N
311299,Neurophysiological Technician,神经生理学的技术员,N
311299,Orthotic and Prosthetic Technician,矫形器和假肢技师,N
311299,Ophthalmic Technician,眼科技师,N
311299,Perfusionist,灌注师,N
311299,Renal Technician,肾技术员,N
311299,Respiratory Technician,呼吸系统技术员,N
311299,Sleep Technician,睡眠技术员,N
311311,Fisheries Officer,渔业主任,P
311311,Fisheries Inspector,渔业督察,A
311312,Meat Inspector,肉类督察,P
311313,Quarantine Officer,检疫官员,P
311313,Biosecurity Officer (Ministry for Primary Industry) (NZ),生物安全主任（部第一产业） （新西兰）,A
311313,Quarantine Inspector,检疫督察,A
311399,Primary Products Inspectors nec,初级产品检查员制造业,P
311399,Dairy Quality Assurance Officer,乳品质量保证主任,N
311399,Fruit and Vegetable Inspector,水果和蔬菜督察,N
311411,Chemistry Technician,化学技术员,P
311411,Chemistry Technical Officer,化学技术主任,A
311411,Chemical Instrumentation Officer,化工仪表官,S
311411,Chemical Process Analyst,化工过程分析,S
311411,Chemistry Laboratory Technician,化学实验室技术员,S
311411,Dairy Laboratory Technician,乳品实验室技术员,S
311411,Petroleum Laboratory Technician,石油实验室技术员,S
311411,Sugar Laboratory Assistant,糖实验室助理,S
311412,Earth Science Technician,地球科学技术员,P
311412,Earth Science Technical Officer,地球科学技术主任,A
311412,Earth Science Laboratory Technician,地球科学实验室技术员,S
311412,Geochemical Laboratory Technician,地球化学实验室技术员,S
311412,Geological Technical Officer,地质技术主任,S
311412,Geoscience Laboratory Technician,地球科学实验室技术员,S
311412,Hydrographical Technical Officer,水文技术主任,S
311412,Hydrological Technical Officer,水文技术主任,S
311412,Meteorological Observer,气象观测员,S
311412,Seismology Technical Officer,地震技术主任,S
311412,Soil Science Technical Officer,土壤科学技术主任,S
311412,Water Resources Technical Officer,水利技术主任,S
311413,Life Science Technician,生命科学技术员,P
311413,Life Science Technical Officer,生命科学技术主任,A
311413,Biological Technical Officer,生物技术主任,S
311413,Botanical Technical Officer,植物园技术主任,S
311413,Ecological Technical Officer,生态技术主任,S
311413,Environmental Technical Officer,环境技术主任,S
311413,Fisheries Technical Officer,渔业技术主任,S
311413,Forestry Technical Officer,林业技术主任,S
311413,Forestry Technician,林业技术员,S
311413,Wood Technologist,木技师,S
311413,Zoology Technical Officer,动物学技术主任,S
311414,School Laboratory Technician,学校实验室技术员,P
311415,Hydrographer,海道,P
311499,Science Technicians nec,科学技术员NEC,P
311499,Calibration Technician,校准技术员,N
311499,Fibre Technologist,光纤技师,N
311499,Optics Technical Officer,光学技术主任,N
311499,Physics Technical Officer,物理技术主任,N
311499,Textile Technical Officer,纺织技术主任,N
312111,Architectural Draftsperson,建筑绘图员,P
312111,Architectural Associate,建筑联营公司,A
312111,Building Drafting Officer,建筑绘图员,S
312112,Building Associate,副楼,P
312112,Building Construction Supervisor,建筑施工监,S
312112,Clerk of Works,工程监督,S
312113,Building Inspector,建设督察,P
312113,Building Certifier,建筑发证,A
312113,Building Surveyor,屋宇测量师,A
312113,Electrical Installation Inspector,电气安装督察,S
312114,Construction Estimator,估计建设,P
312114,Building Estimator,估计建筑,A
312115,Plumbing Inspector,水暖督察,P
312115,Drainage Inspector,渠务督察,S
312115,Gas Plumbing Inspector,燃气管道督察,S
312115,Sanitary Plumbing and Water Supply Inspector,水暖卫浴和供水督察,S
312116,Surveying or Spatial Science Technician,测量或空间科学技术员,P
312116,GIS Technician,地理信息系统技术员,A
312116,Aerial Survey Technician,航测技术员,S
312116,Photogrammetrist,Photogrammetrist,S
312199,"Architectural, Building and Surveying Technicians nec",建筑设计，建筑及测量技术员制造业,P
312199,Roof Truss Detailer,屋架设计员,N
312199,Structural Steel Detailer,钢结构设计员,N
312211,Civil Engineering Draftsperson,土木工程绘图员,P
312211,Civil Engineering Design Draftsperson,土木工程设计绘图员,S
312211,Plumbing Engineering Draftsperson,水暖工程绘图员,S
312211,Road Design Draftsperson,道路设计绘图员,S
312211,Sewage Reticulation Drafting Officer,污水网状起草主任,S
312211,Structural Engineering Drafting Officer,结构工程制图员,S
312212,Civil Engineering Technician,土木工程技术员,P
312212,Civil Engineering Assistant,土木工程助理,S
312212,Civil Laboratory Technician,民间实验室技术员,S
312212,Geotechnical Laboratory Technician,岩土工程实验室技术员,S
312311,Electrical Engineering Draftsperson,电气工程绘图员,P
312311,Electrical Engineering Design Draftsperson,电气工程设计绘图员,S
312311,Electrical Engineering Detail Draftsperson,电气工程详细绘图员,S
312311,Electrical Engineering Drafting Officer,电气工程制图员,S
312311,Relays Draftsperson,继电器绘图员,S
312311,Substation Design Draftsperson,变电站设计绘图员,S
312312,Electrical Engineering Technician,电机工程技术员,P
312312,Electrical Engineering Technical Officer,电气工程技术主任,A
312312,Electrical Engineering Laboratory Technician,电气工程化验室技术员,S
312312,Electrical Instrument Technician,电气仪表技术员,S
312411,Electronic Engineering Draftsperson,电子工程绘图员,P
312411,Communications and Data Systems Drafting Officer,通信和数据系统制图员,S
312411,Control Systems Drafting Officer,控制系统制图员,S
312411,Electronics Detail Draftsperson,电子详细绘图员,S
312412,Electronic Engineering Technician,电子工程技术员,P
312412,Aircraft Electronics Technical Officer,飞机电子技术主任,S
312412,Communications Engineering Technical Officer,通信工程技术主任,S
312412,Communications Engineering Technician,通信工程技术员,S
312412,Digital Controls Technical Officer,数字控制技术主任,S
312412,Flight Surveyor,飞行师,S
312412,Printed Circuit Board Designer,印刷电路板设计,S
312412,Process Control Technician,过程控制技术员,S
312412,Telemetry Technician,遥测技术员,S
312511,Mechanical Engineering Draftsperson,机械绘图员,P
312511,Airconditioning Drafting Officer,空调制图员,S
312511,Heating and Ventilating Technical Officer,暖通技术主任,S
312511,Tool Design Draftsperson,模具设计绘图员,S
312511,Tool Designer,设计工具,S
312512,Mechanical Engineering Technician,机械工程技术员,P
312512,Boiler Testing Technician,锅炉测试技术员,S
312512,Hydraulic Controls Technician,液压控制技术员,S
312512,Mechanical Laboratory Technician,机械实验室技术员,S
312512,Pipe Testing Technician,管测试技术员,S
312611,Safety Inspector,安全检查员,P
312611,Boilers and Pressure Vessels Inspector,锅炉及压力容器督察,S
312611,Gas Examiner,燃气稽查,S
312611,Lifts and Cranes Inspector,升降机和起重机督察,S
312611,Mines Inspector,矿山督察,S
312611,Occupational Health and Safety Inspector,职业健康和安全督察,S
312911,Maintenance Planner,维护计划,P
312911,Maintenance Scheduler,维护计划,A
312911,Shutdown Coordinator,关机协调员,A
312911,Shutdown Planner,关机规划,A
312912,Metallurgical or Materials Technician,冶金或材料技术员,P
312912,Dye Penetrant Testing Technician,染料渗透测试技术员,S
312912,Heat Treatment Technician,热处理技术员,S
312912,Magnetic Testing Technician,磁性测试技术员,S
312912,Metallurgy Laboratory Technician,冶金实验室技术员,S
312912,Non-destructive Testing Technician,无损检测技术员,S
312912,Petroleum Products Laboratory Technician,石油产品实验室技术员,S
312912,Petroleum Refinery Laboratory Technician,炼油实验室技术员,S
312912,Pressure Testing Technician,压力测试技术员,S
312912,Ultrasound Technician,超声技术员,S
312913,Mine Deputy,副矿,P
312913,Mining Technician,采矿技术员,S
312913,Open Cut Examiner,露天矿考官,S
312999,Building and Engineering Technicians nec,建筑及工程技术员制造业,P
312999,Aircraft Detail Draftsperson,飞机详细绘图员,N
312999,Aircraft Systems Technician (Air Force),飞机系统技术员（空军）,N
312999,Airframe Technical Officer,机身技术主任,N
312999,Avionics Systems Technician (Air Force),航空电子系统技术员（空军）,N
312999,Biomedical Technician,生物医学技师,N
312999,Corrosion Technician,腐蚀技术员,N
312999,Mining Detail Draftsperson,挖掘细节绘图员,N
312999,Shipbuilding Draftsperson,造船绘图员,N
313111,Hardware Technician,硬件技术员,P
313112,ICT Customer Support Officer,信息和通信技术客户支持总监,P
313112,ICT Help Desk Officer,信息通信技术帮助台人员,A
313112,ICT Help Desk Technician,信息通信技术帮助台技术员,A
313112,Systems Support Officer,系统支持专员,A
313112,Network Support Technician,网络支持技术员,S
313112,Operator Command Support Systems (Army),操作员指挥支持系统（陆军）,S
313113,Web Administrator,Web管理员,P
313113,Web Master,网站管理员,A
313199,ICT Support Technicians nec,信息和通信技术支持NEC技术人员,P
313199,Applications Packager,应用程序打包,N
313199,Computer Systems Technician,计算机系统技术员,N
313199,Telecommunications Computer Systems Technician,电信电脑系统技术员,N
313211,Radiocommunications Technician,无线电通信技术员,P
313212,Telecommunications Field Engineer,电讯现场工程师,P
313213,Telecommunications Network Planner,电信网络规划,P
313214,Telecommunications Technical Officer or Technologist,电信技术主任或技师,P
321111,Automotive Electrician,汽车电工,P
321111,Automotive Electrical Fitter,汽车电气装配工,A
321211,Motor Mechanic (General),电机技工（一般）,P
321211,Automotive Light Mechanic,汽车轻技工,A
321211,Automatic Transmission Mechanic,自动变速器机械,S
321211,Automotive Airconditioning Mechanic,汽车空调技工,S
321211,Brake Mechanic,机械制动,S
321211,Ground Support Equipment Fitter (Air Force),地面支持设备装配工（空军）,S
321211,Roadside Mechanic,路边技工,S
321211,Vehicle Mechanic (Army),汽车机械技工（陆军）,S
321212,Diesel Motor Mechanic,柴油发动机技工,P
321212,Automotive Heavy Mechanic,汽车重型机械,S
321213,Motorcycle Mechanic,摩托车技工,P
321214,Small Engine Mechanic,小型发动机机械,P
321214,Chainsaw Mechanic,电锯技工,S
321214,Lawnmower Mechanic,剪草机技工,S
321214,Outboard Motor Mechanic,舷外马达技工,S
322111,Blacksmith,铁匠,P
322111,Hammer Smith,哈默史密斯,S
322111,Spring Maker,弹簧机,S
322111,Tool Smith,史密斯工具,S
322112,Electroplater,电镀机,P
322112,Anodiser,Anodiser,S
322112,Electroformer,Electroformer,S
322112,Galvaniser,Galvaniser,S
322113,Farrier,法里尔,P
322114,Metal Casting Trades Worker,金属铸造行业工人,P
322114,Coremaker,Coremaker,S
322114,Metal Moulder,金属整型机,S
322115,Metal Polisher,金属抛光机,P
322211,Sheetmetal Trades Worker,钣金行业工人,P
322211,Metal Spinner,金属微调,S
322211,Sheetmetal Patternmaker,钣金Patternmaker,S
322311,Metal Fabricator,金属加工厂,P
322311,Boilermaker-Welder,锅炉制造，焊接机,S
322311,Brass Finisher,黄铜装订,S
322311,Metal Fabricator-Welder,金属加工商，焊机,S
322311,Metal Template Maker,金属模板Maker,S
322311,Structural Steel Trades Worker,钢结构行业工人,S
322312,Pressure Welder,压焊机,P
322313,Welder (First Class) (Aus),焊机（一等） （澳大利亚）,P
322313,Welder (NZ),焊机（ NZ ）,P
322313,Special Class Welder,特殊类焊机,S
323111,Aircraft Maintenance Engineer (Avionics),飞机维修工程师（航空电子）,P
323111,Aircraft Maintenance Engineer (Electrical),飞机维修工程师（电气）,S
323111,Aircraft Maintenance Engineer (Instruments),飞机维修工程师（仪器）,S
323111,Aircraft Maintenance Engineer (Radio),飞机维修工程师（电台）,S
323111,Avionics Technician (Defence),航空电子技术员（国防）,S
323111,Licensed Aircraft Maintenance Engineer (Electrical),持牌飞机维修工程师（电气）,S
323111,Licensed Aircraft Maintenance Engineer (Instruments),持牌飞机维修工程师（仪器）,S
323111,Licensed Aircraft Maintenance Engineer (Radio),持牌飞机维修工程师（电台）,S
323112,Aircraft Maintenance Engineer (Mechanical),飞机维修工程师（机械）,P
323112,Aircraft Maintenance Engineer (Airframes),飞机维修工程师（机身）,S
323112,Aircraft Maintenance Engineer (Engines),飞机维修工程师（发动机）,S
323112,"Aircraft Technician (Air Force, Army)",飞机技术员（空军，陆军）,S
323112,Aviation Technician Aircraft (Navy),航空技师飞机（海军）,S
323112,Licensed Aircraft Maintenance Engineer (Airframes),持牌飞机维修工程师（机身）,S
323112,Licensed Aircraft Maintenance Engineer (Engines),持牌飞机维修工程师（发动机）,S
323113,Aircraft Maintenance Engineer (Structures),飞机维修工程师（结构）,P
323113,"Aircraft Structural Fitter (Air Force, Army)",飞机结构装配工（空军，陆军）,S
323211,Fitter (General),钳工（一般）,P
323211,Computer Numeric Control Setter,计算机数字控制二传手,S
323211,Diesel Fitter-Mechanic,柴油钳工，技工,S
323211,Fitter-Machinist,钳工，机械师,S
323211,Fitter-Mechanic,钳工，技工,S
323211,Maintenance Fitter,维修钳工,S
323211,Mechanic (Diesel and Heavy Earthmoving Equipment),机械（柴油机和重型土方设备）,S
323211,Plant Mechanic,机械技工,S
323212,Fitter and Turner,钳工和特纳,P
323212,Fitter Armament (Army),钳工武器（陆军）,S
323213,Fitter-Welder,钳工，焊工,P
323214,Metal Machinist (First Class),金属机械师（一等）,P
323214,Aircraft Machinist,飞机机械师,S
323214,Automotive Machinist,汽车机械师,S
323214,Metal Machine Setter,金属机二传手,S
323214,Metal Turner,金属特纳,S
323214,Milling Machinist,铣削机械师,S
323214,Vertical Borer,立式镗床,S
323215,"Textile, Clothing and Footwear Mechanic",纺织，服装和鞋类技工,P
323215,Loom Tuner,织机调谐器,S
323215,Sewing Machine Mechanic,缝纫机械技工,S
323215,Textile Machine Mechanic,纺织机械技工,S
323299,Metal Fitters and Machinists nec,金属钳工和机械师制造业,P
323299,Printing Engineer,印刷工程师,N
323311,Engraver,雕刻机,P
323312,Gunsmith,工坊,P
323313,Locksmith,锁匠,P
323313,Safemaker,Safemaker,S
323314,Precision Instrument Maker and Repairer,精密仪器制造和修理工,P
323314,Camera Repairer,相机维修员,S
323314,Scalemaker,Scalemaker,S
323314,Scientific Instrument Maker and Repairer,科学仪器制造和修理工,S
323315,Saw Doctor,看了医生,P
323315,Saw Sharpener,锯刨,S
323316,Watch and Clock Maker and Repairer,钟表制造和修理工,P
323411,Engineering Patternmaker,工程Patternmaker,P
323412,Toolmaker,工具制造商,P
323412,Die Caster,压铸机,S
323412,Die Sinker,死生克片,S
323412,Jigmaker (Metal),Jigmaker （金属）,S
323412,Plastic Mould Maker,塑料模具制造商,S
323412,Press-tool Maker,压工具制造商,S
324111,Panelbeater,Panelbeater,P
324111,Collision Repairer,碰撞修理工,A
324211,Vehicle Body Builder,车身生成器,P
324211,Vehicle Body Maker,车身制造商,A
324211,Coach Builder,教练生成器,S
324212,Vehicle Trimmer,车辆微调,P
324212,Vehicle Upholsterer,车辆室内装潢,S
324311,Vehicle Painter,汽车油漆技工,P
324311,Vehicle Refinisher,车辆精华露,A
331111,Bricklayer,瓦工,P
331111,Blocklayer,Blocklayer,A
331111,Chimney Builder,烟囱生成器,S
331111,Refractory Bricklayer,耐火砌砖工,S
331111,Retort Setter (Bricklaying),甑二传手（砌砖）,S
331111,Tuckpointer,Tuckpointer,S
331112,Stonemason,石匠,P
331112,Construction Stonemason,建设石匠,S
331112,Monumental Stonemason,不朽的石匠,S
331211,Carpenter and Joiner,木匠和细木工,P
331211,Shopfitter,Shopfitter,S
331212,Carpenter,木匠,P
331212,Fixing Carpenter,修复匠,S
331212,Formwork Carpenter,模板工人,S
331212,Prop and Scenery Maker,道具和风景壶,S
331213,Joiner,细木工,P
331213,Joinery Machinist,细木工机械师,S
331213,Joinery Patternmaker,细木工Patternmaker,S
331213,Joinery Setter-out,细木工二传手出,S
332111,Floor Finisher,地板装订,P
332111,Carpet Layer,毡层,S
332111,Parquetry Layer,拼花地板层,S
332211,Painting Trades Worker,涂装行业工人,P
332211,Paperhanger,Paperhanger,S
333111,Glazier,玻璃工,P
333111,Glass Beveller,玻璃Beveller,S
333111,Glass Embosser,玻璃压花,S
333111,Glass Etcher,玻璃刻蚀机,S
333111,Glass Silverer,玻璃Silverer,S
333211,Fibrous Plasterer,纤维批荡,P
333211,Dry Wall Plasterer,干抹墙,S
333212,Solid Plasterer,固体批荡,P
333311,Roof Tiler,屋顶铺瓦工,P
333311,Roof Fixer,屋顶定影液,S
333311,Roof Shingler,屋顶Shingler,S
333311,Roof Slater,屋顶铺瓦工,S
333411,Wall and Floor Tiler,墙壁和地板瓦工,P
333411,Ceramic Tiler,陶瓷瓦工,S
333411,Mosaic Tiler,马赛克铺瓦工,S
334111,Plumber (General),水管工（一般）,P
334111,Fire Services Plumber,消防水管工,S
334111,Sanitary Plumber,卫生水暖工,S
334111,Water Plumber,水水管工,S
334112,Airconditioning and Mechanical Services Plumber,空调和机械管道工服务,P
334112,Ductfixing Plumber,Ductfixing水暖工,S
334113,Drainer (Aus),下水（AUS）,P
334113,Drainlayer (NZ),渠工（ NZ ）,P
334113,Septic Tank Installer,化粪池安装,S
334114,Gasfitter,Gasfitter,P
334114,Gas Main and Line Fitter,天然气主要和线路钳工,S
334114,Liquefied Petroleum Gasfitter,液化石油气Gasfitter,S
334115,Roof Plumber,屋顶水管工,P
334115,Industrial Roof Plumber,工业屋顶水管工,S
341111,Electrician (General),电工（一般）,P
341111,Electrical Fitter,电气装配工,A
341111,Armature Winder,电枢绕线机,S
341111,Electrical Contractor,电业承办商,S
341111,Heavy Coil Winder,重型绕线机,S
341111,Railway Signal Electrician,铁路信号电工,S
341112,Electrician (Special Class),电工（特别版）,P
341113,Lift Mechanic,电梯技工,P
341113,Lift Electrician,提起电工,A
342111,Airconditioning and Refrigeration Mechanic,空调和制冷技工,P
342211,Electrical Line Mechanic (NZ),电气线路技工（ NZ ）,P
342211,Electrical Linesworker (Aus),电气Linesworker （AUS）,P
342211,Electrical Line Mechanic (Distribution) (NZ),电气线路技工（经销） （新西兰）,S
342211,Electrical Line Mechanic (Transmission) (NZ),电气线路技工（传输） （新西兰）,S
342211,Electrical Linesworker (Distribution) (Aus),电气Linesworker （经销） （澳大利亚）,S
342211,Electrical Linesworker (Transmission) (Aus),电气Linesworker （传输） （澳大利亚）,S
342211,Railway Traction Line Worker,铁路牵引线工人,S
342212,Technical Cable Jointer,技术电缆接驳,P
342311,Business Machine Mechanic,商业机械技工,P
342311,Office Equipment Technician,办公设备技术员,A
342311,Office Machine Technician,办公机械技术员,A
342311,Photocopier Technician,复印机技术员,S
342312,Communications Operator,通信运营商,P
342312,Communication Information Systems Sailor (Navy),通信信息系统水手（海军）,S
342312,Communications and Information Systems Controller (Air Force),通信与信息系统控制器（空军）,S
342312,Operator Specialist Communications (Army),运营商专家通讯（陆军）,S
342313,Electronic Equipment Trades Worker,电子设备行业工人,P
342313,Audiovisual Technician,视听技术员,S
342313,Fire Alarm Technician,消防报警技术员,S
342313,Home Theatre Technician,家庭影院技术员,S
342313,Security Technician,安全技术员,S
342313,Video Technician,视频技术员,S
342314,Electronic Instrument Trades Worker (General),电子仪器行业工人（一般）,P
342314,Instrument and Control Service Person,仪表和控制服务人员,A
342314,Communication Electronic Technician (Air Force),通信电子技师（空军）,S
342314,Electronic Technician (Navy),电子技师（海军）,S
342315,Electronic Instrument Trades Worker (Special Class),电子仪器行业工人（特别版）,P
342315,Industrial Measurement and Control Technician,工业测量与控制技术员,A
342411,Cabler (Data and Telecommunications),Cabler （数据和电信）,P
342412,Telecommunications Cable Jointer,电信电缆接驳,P
342412,Fibre Optic Cable Splicer,光纤光缆熔接机,S
342412,Fibre Optics Jointer,光纤光学竞合,S
342413,Telecommunications Line Mechanic (NZ),电信线路技工（ NZ ）,P
342413,Telecommunications Linesworker (Aus),电信Linesworker （AUS）,P
342413,Operator Bearer Systems (Army),运营商承载系统（陆军）,S
342414,Telecommunications Technician,电讯技术员,P
342414,Communications Technician,通讯技术员,A
342414,Technician Telecommunication Systems (Army),技术员电信系统（陆军）,S
351111,Baker,面包师傅,P
351111,Doughmaker,Doughmaker,S
351112,Pastrycook,Pastrycook,P
351112,Cake Decorator,蛋糕装饰,S
351211,Butcher or Smallgoods Maker,屠夫或熟肉机,P
351311,Chef,厨师,P
351311,Chef de Partie,主厨PARTIE,S
351311,Commis Chef,助理厨师,S
351311,Demi Chef,黛咪厨师,S
351311,Second Chef,第二个厨师,S
351311,Sous Chef,主厨,S
351411,Cook,厨师,P
361111,Dog Handler or Trainer,狗处理程序或培训师,P
361112,Horse Trainer,练马师,P
361112,Horse Breaker,马断路器,S
361113,Pet Groomer,宠物美容师,P
361114,Zookeeper,动物园管理员,P
361114,Aquarist,水族,S
361115,Kennel Hand,养犬手,P
361199,Animal Attendants and Trainers nec,动物服务员和培训师NEC,P
361199,Crutching Contractor,Crutching承包商,N
361199,Muleser,Muleser,N
361211,Shearer,希勒,P
361311,Veterinary Nurse,兽医护士,P
361311,Animal Nurse,动物护士,A
361311,Veterinary Assistant,兽医助理,A
362111,Florist,花商,P
362211,Gardener (General),园丁（一般）,P
362212,Arborist,树艺师,P
362212,Tree Surgeon,树的外科医生,A
362213,Landscape Gardener,景观园丁,P
362311,Greenkeeper,Greenkeeper,P
362311,Turf Keeper,草皮守护者,A
362411,Nurseryperson,Nurseryperson,P
362411,Plant Propagator,植物传播者,S
391111,Hairdresser,理发师,P
391111,Barber,理发师,S
392111,Print Finisher,打印装订,P
392111,Mailhouse Operator (Aus),Mailhouse运算符（澳大利亚）,S
392111,Paper Guillotine Operator (Bookbinding),纸断头台操作员（装订）,S
392112,Screen Printer,丝网印刷机,P
392112,Screen Printing Stencil Preparer,丝网印刷模板编制人,S
392112,Textiles Printer,纺织机,S
392211,Graphic Pre-press Trades Worker,图文印前行业工人,P
392211,Desktop Publishing Operator,桌面排版操作员,S
392311,Printing Machinist,印刷技工,P
392311,Flexographic Printing Machinist,柔版印刷技工,S
