rccn,rc,statecn,state,rcid,topicid
全球城市区域中心,"Global City Regional Center, LLC",新泽西,New Jersey,ID1313051134,14375
全球投资咨询公司,"Global Investment Consulting, Inc.",印第安纳,Indiana,ID1109850194,14376
全球投资区域中心,Global Investment Regional Center,加利福尼亚,California,ID1231450802,14377
南加州环球医疗中心,Global Medical Center of Southern California,加利福尼亚,California,ID1234850858,14378
美国卓越区域中心,Global Premier America Regional Center LLC,加利福尼亚,California,ID1031910066,14379
GO USA EB-5区域中心,"GO USA EB-5 Regional Center, LLC",伊利诺斯,Illinois,ID1423151851,14380
黄金海岸佛罗里达区域中心,Gold Coast Florida Regional Center,佛罗里达,Florida,ID1031910179,14381
金熊区域中心,Golden Bear Regional Center,加利福尼亚,California,ID1034350084,14382
金色加州区域中心,"Golden California Regional Center, LLC",加利福尼亚,California,ID1305051089,14383
金门全球（原旧金山湾区区域中心）,Golden Gate Global (Formerly San Francisco Bay Area Regional Center).,加利福尼亚,California,ID1031910162,14384
金灯区域中心有限公司（原名犹高国家区域中心公司）,"Golden Lamp Regional Center, Inc. (former name Utah High Country Regional Center Inc.)",犹他州,Utah,ID1102650151,14385
Golden Opportunity 区域中心,Golden Opportunity Regional Center,加利福尼亚,California,ID1209050631,14386
金亚太风险投资公司区域中心,Golden Pacific Ventures Regional Center,夏威夷,Hawaii,ID1031910119,14387
olden State经济发展基金有限责任公司,"Golden State Economic Development Fund, LLC",加利福尼亚,California,ID1317151167,14388
olden State区域中心,Golden State Regional Center,加利福尼亚,California,ID1233450823,14389
Golden State南加州农业发展公司,Golden State Southern California Agriculture Development LLC,加利福尼亚,California,ID1433752013,14390
金太阳发展区域中心,Golden Sun Development Regional Center,华盛顿,Washington,ID1509751747,14391
Good Life EB5乔治亚区域中心,"Good Life EB5 Georgia Regional Center, LLC",乔治亚,Georgia,ID1409951725,14392
大峡谷区域中心,"Grand Canyon Regional Center, LLC",亚利桑那,Arizona,ID1031910202,14393
湖区域中心,"Great Lakes Regional Center, LLC",威斯康星,Wisconsin,ID1322451192,14394
湖区域中心,"Great Lakes Regional Center, LLC",伊利诺斯,Illinois,ID1322451192,14395
湖区域中心,"Great Lakes Regional Center, LLC",印第安纳,Indiana,ID1322451192,14396
大洋区域中心,Great Ocean Regional Center,华盛顿,Washington,ID1311251127,14397
Great Southern区域中心,Great Southern Regional Center,乔治亚,Georgia,ID1235550908,14398
Great Southern区域中心,Great Southern Regional Center,南卡罗来纳,South Carolina,ID1235550908,14399
Great Southwest区域中心,"Great Southwest Regional Center, LLC",德克萨斯,Texas,ID1034750118,14400
中美德州基金,"Great Texas Regional Center, LLC",德克萨斯,Texas,ID1034250068,14401
大休斯敦投资中心,"Greater Houston Investment Center, LLC",德克萨斯,Texas,ID1215350674,14402
大休斯敦投资中心,"Greater Houston Investment Center, LLC",德克萨斯,Texas,ID1219850706,14403
纽约商业区域中心,Greater New York Business Regional Center,纽约,New York,ID1504252591,14404
纽约商业区域中心,Greater New York Business Regional Center,宾夕法尼亚,Pennsylvania,ID1504252591,14405
纽约商业区域中心,Greater New York Business Regional Center,新泽西,New Jersey,ID1504252591,14406
纽约区域中心,Greater New York Regional Center,纽约,New York,ID1134850389,14407
绿卡基金有限责任公司,"Green Card Fund, LLC",亚利桑那,Arizona,ID1031910171,14408
绿卡Gateway区域中心,Green Card Gateway Regional Center,伊利诺斯,Illinois,ID1136450473,14409
Green底特律区域中心,"Green Detroit Regional Center, LLC",密歇根,Michigan,ID1031910193,14410
绿色能源合作伙伴威斯康星州中部地区中心,"Green Energy Partners Central Wisconsin Regional Center, LP",威斯康星,Wisconsin,ID1234950861,14411
绿色能源区域中心,"Green Energy Regional Center, LLC (GERC)",加利福尼亚,California,ID1031910160,14412
Greystone资本投资区域中心,"Greystone Capital Investments Regional Center, LLC",伊利诺斯,Illinois,ID1231050798,14413
GreystoneEB5东南区域中心（原名Greystone佛罗里达区域中心）,Greystone EB5 Southeast Regional Center LLC (former name Greystone Florida Regional Center LLC),佛罗里达,Florida,ID1215650675,14414
Group I 区域中心,"Group I Regional Center, LLC",加利福尼亚,California,ID1329651243,14415
关岛战略发展有限责任公司区域中心,Guam Strategic Development LLC RC,关岛,Guam,ID1031910094,14416
墨西哥湾沿岸基金管理有限责任公司,"Gulf Coast Funds Management, LLC",密西西比,Mississippi,ID1031910101,14417
墨西哥湾沿岸区域中心,"Gulf Coast Regional Center, LLC",路易斯安那,Louisiana,ID1031910048,14418
墨西哥湾沿岸地区投资中心,"Gulf Coast Regional Investment Center, LLC",密西西比,Mississippi,ID1031910068,14419
墨西哥湾沿岸地区投资中心,"Gulf Coast Regional Investment Center, LLC",阿拉巴马,Alabama,ID1031910068,14420
墨西哥湾沿岸地区投资中心,"Gulf Coast Regional Investment Center, LLC",路易斯安那,Louisiana,ID1031910068,14421
墨西哥湾沿岸地区投资中心,"Gulf Coast Regional Investment Center, LLC",佛罗里达,Florida,ID1031910068,14422
墨西哥湾沿岸地区可再生能源和重建公司,"Gulf Coast Renewables & Redevelopment, LLC",路易斯安那,Louisiana,ID1120750248,14423
墨西哥湾沿岸地区可再生能源和重建公司,"Gulf Coast Renewables & Redevelopment, LLC",密西西比,Mississippi,ID1120750248,14424
海湾国家区域中心,"Gulf States Regional Center, LLC",密西西比,Mississippi,ID1201750575,14425
海湾国家区域中心,"Gulf States Regional Center, LLC",阿拉巴马,Alabama,ID1201750575,14426
海湾国家区域中心,"Gulf States Regional Center, LLC",路易斯安那,Louisiana,ID1201750575,14427
海湾国家区域中心,"Gulf States Regional Center, LLC",佛罗里达,Florida,ID1201750575,14428
海湾国家区域中心,"Gulf States Regional Center, LLC",德克萨斯,Texas,ID1201750575,14429
GW Bridge Fort Lee区域中心,GW Bridge Fort Lee Regional Center,宾夕法尼亚,Pennsylvania,ID1231850805,14430
GW Bridge Fort Lee区域中心,GW Bridge Fort Lee Regional Center,新泽西,New Jersey,ID1231850805,14431
GW Bridge Fort Lee区域中心,GW Bridge Fort Lee Regional Center,纽约,New York,ID1231850805,14432
Hana金融区域中心,Hana Financial Regional Center,加利福尼亚,California,ID1418151791,14433
仁和区域中心,"Harmonia Regional Center, LLC",德克萨斯,Texas,ID1418451798,14434
哈里斯投资移民基金有限责任公司,"Harris Real Estate Fund LLC (former name U.S. Federal Investment Immigration Fund, LLC)",加利福尼亚,California,ID1115250221,14435
哈里斯房地产基金有限责任公司（原美国联邦投资移民基金公司）,"Harris Real Estate Fund LLC (former name U.S. Federal Investment Immigration Fund, LLC)",亚利桑那,Arizona,ID1115250222,14436
夏威夷区域中心,Hawaii Regional Center,夏威夷,Hawaii,ID1031910132,14437
夏威夷群岛区域中心,Hawaiian Islands Regional Center LLC,夏威夷,Hawaii,ID1031910042,14438
夏威夷奥纳区域中心,Hawaiian Ohana Regional Center,夏威夷,Hawaii,ID1517652759,14439
河源区域中心,"Headwaters Regional Center, LLC",威斯康星,Wisconsin,ID1405251690,14440
河源区域中心,"Headwaters Regional Center, LLC",明尼苏达,Minnesota,ID1405251690,14441
Heartland区域中心,"Heartland Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1420651826,14442
Heartland区域中心,"Heartland Regional Center, LLC",纽约,New York,ID1420651826,14443
Heartland区域中心,"Heartland Regional Center, LLC",新泽西,New Jersey,ID1420651826,14444
Hidalgo McAllen Reynosa区域中心,"Hidalgo McAllen Reynosa Regional Center, LLC",德克萨斯,Texas,ID1115450224,14445
高石区域中心,"High Stone Regional Center, LLC",新泽西,New Jersey,ID1435652188,14446
高石区域中心,"High Stone Regional Center, LLC",康涅狄格,Connecticut,ID1435652188,14447
高石区域中心,"High Stone Regional Center, LLC",纽约,New York,ID1435652188,14448
好莱坞国际区域中心,Hollywood International Regional Center,加利福尼亚,California,ID1031910084,14449
好莱坞区域中心,Hollywood Regional Center,加利福尼亚,California,ID1031910034,14450
美丽家园移民中心,Home Paradise Regional Center,加利福尼亚,California,ID1031910071,14451
休斯顿EB5区域中心,Houston EB 5 Regional Center,德克萨斯,Texas,ID1031910057,14452
霍华德·休斯纽约区域中心,"Howard Hughes New York Regional Center, LLC",纽约,New York,ID1420951827,14453
霍华德·休斯纽约区域中心,"Howard Hughes Hawaii Regional Center, LLC",夏威夷,Hawaii,ID1420551825,14454
HT资产控股公司,HT Asset Holding Inc.,加利福尼亚,California,ID1110450195,14455
"Iconic Caribbean EB-5, LLC","Iconic Caribbean EB-5, LLC",波多黎各,Puerto Rico,ID1206050605,14456
爱达荷州全球投资中心,"Idaho Global Investment Center, LLC",爱达荷,Idaho,ID1031910054,14457
爱达荷州区域中心,Idaho State Regional Center LLC,爱达荷,Idaho,ID1031910172,14458
伊利诺斯州山谷地区中心,Illinois Valley Regional Center,伊利诺斯,Illinois,ID1229150787,14459
移民基金公司（原名美国投资者区域中心）,Immigration Funds LLC (former name United States Investors Regional Center),马萨诸塞州,Massachusetts,ID1127250324,14460
移民基金公司（原名美国投资者区域中心）,Immigration Funds LLC (former name United States Investors Regional Center),新罕布什尔,New Hampshire,ID1127250324,14461
移民基金公司（原名美国投资者区域中心）,Immigration Funds LLC (former name United States Investors Regional Center),缅因,Maine,ID1127250324,14462
帝王区域中心,Imperial Regional Center,加利福尼亚,California,ID1031910134,14463
Index区域中心,Index Regional Center,佛罗里达,Florida,ID1502852578,14464
内陆帝国可再生能源区域中心,"Inland Empire Renewable Energy Regional Center, LLC",加利福尼亚,California,ID1031910076,14465
内陆门户区域中心,"Inland Gateway Regional Center, Inc.",加利福尼亚,California,ID1433052003,14466
国际创意资本有限责任公司,"International Creative Capital, LLC",明尼苏达,Minnesota,ID1402251658,14467
国际投资密歇根州区域中心,International Michigan Investments Regional Center,密歇根,Michigan,ID1031910102,14468
CNMI投资有限责任公司,"Invest CNMI, LLC",北马里亚纳群岛自由联邦,Commonwealth of Northern Marianas Islands,ID1435352159,14469
爱达荷州投资E-B5区域中心,Invest Idaho Regional Center,爱达荷,Idaho,ID1031910092,14470
投资洛杉矶区域中心,"Invest LA Regional Center, LLC",加利福尼亚,California,ID1031910016,14471
中西部投资区域中心（原斯维塔斯印第安纳州区域中心）,Invest Midwest Regional Center (former name Civitas Indiana Regional Center),印第安纳,Indiana,ID1224350746,14472
新罕布什尔州投资区域中心,"Invest New Hampshire Regional Center, LLC",新罕布什尔,New Hampshire,ID1121350256,14473
InvestAmerica EB-5,InvestAmerica EB-5,科罗拉多,Colorado,ID1031910164,14474
Investus有限责任公司（原新墨西哥州外国投资有限责任公司）,Investus LLC (former name New Mexico Foreign Investments LLC),新墨西哥,New Mexico,ID1329051236,14475
爱荷华州经济发展部门,Iowa Department of Economic Development (IDED),爱荷华,Iowa,ID1031910153,14476
Ironstate区域中心,"Ironstate Regional Center, LLC",新泽西,New Jersey,ID1504152590,14477
Ironstate区域中心,"Ironstate Regional Center, LLC",康涅狄格,Connecticut,ID1504152590,14478
Ironstate区域中心,"Ironstate Regional Center, LLC",纽约,New York,ID1504152590,14479
Ironstate区域中心,"Ironstate Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1504152590,14480
"IZON, LLC","IZON, LLC",南卡罗来纳,South Carolina,ID1410851738,14481
JI北内华达区域中心,"JI Northern Nevada Regional Center, LLC",爱达荷,Idaho,ID1232650820,14482
JI北内华达区域中心,"JI Northern Nevada Regional Center, LLC",内华达,Nevada,ID1232650820,14483
JI北内华达区域中心,"JI Northern Nevada Regional Center, LLC",犹他州,Utah,ID1232650820,14484
JMIR德州超级新城区域中心,"JMIR Texas Mega Metro Regional Center, LLC",德克萨斯,Texas,ID1406651700,14485
堪萨斯州区域中心,Kansas Regional Center,堪萨斯,Kansas,ID1101050144,14486
KCI资本有限公司,KCI Capital Limited,科罗拉多,Colorado,ID1307251105,14487
KCI资本有限公司,"KCI Capital, Ltd.",夏威夷,Hawaii,ID1316951165,14488
L全球区域中心,"L Global Regional Center, LLC",加利福尼亚,California,ID1225050753,14489
L&L纽约区域中心,"L&L New York Regional Center, LLC",纽约,New York,ID1326351216,14490
L&L纽约区域中心,"L&L New York Regional Center, LLC",新泽西,New Jersey,ID1326351216,14491
洛杉矶区域中心,L.A. Life Regional Center,加利福尼亚,California,ID1223050736,14492
埃尔西诺湖区域中心,Lake Elsinore Regional Center,加利福尼亚,California,ID1133650366,14493
林氏纽约 EB-5区域中心,"Lam NYC EB-5 Fund Regional Center, LLC",纽约,New York,ID1121350259,14494
Land of Sky区域中心,"Land of Sky Regional Center, LLC",田纳西,Tennessee,ID1405751692,14495
Land of Sky区域中心,"Land of Sky Regional Center, LLC",北卡罗来纳,North Carolina,ID1405751692,14496
温岚资源管理有限责任公司,"Landy Resources Management, LLC",北达科他,North Dakota,ID1432551993,14497
兰辛经济发展公司（LEDC）区域中心,Lansing Economic Development Corporation (LEDC) Regional Center,密歇根,Michigan,ID1031910174,14498
拉斯维加斯EB-5移民公司,"Las Vegas EB-5 Inmigration, LLC",内华达,Nevada,ID1031910077,14499
拉斯维加斯经济区域中心,"Las Vegas Economic Impact Regional Center, LLC",内华达,Nevada,ID1126250313,14500
拉斯维加斯区域中心,Las Vegas Regional Center,内华达,Nevada,ID1031910181,14501
拉萨尔街区域中心,LaSalle Street Regional Center,伊利诺斯,Illinois,ID1430451950,14502
拉萨尔街区域中心,LaSalle Street Regional Center,印第安纳,Indiana,ID1430451950,14503
拉萨尔街区域中心,LaSalle Street Regional Center,威斯康星,Wisconsin,ID1430451950,14504
LCR大西洋海湾区域中心,LCR Atlantic Gulf Regional Center,乔治亚,Georgia,ID1434252047,14505
LCR大西洋海湾区域中心,LCR Atlantic Gulf Regional Center,佛罗里达,Florida,ID1434252047,14506
LCR海外区域中心,"LCR Overseas Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1402951663,14507
LCR海外区域中心,"LCR Overseas Regional Center, LLC",康涅狄格,Connecticut,ID1402951663,14508
LCR海外区域中心,"LCR Overseas Regional Center, LLC",新泽西,New Jersey,ID1402951663,14509
叶菲舍尔投资集团,"Leaf Fischer Investment Group, LLC",佛罗里达,Florida,ID1123750276,14510
Lexden夏威夷区域中心,"Lexden-Hawaii Regional Center, LLC",夏威夷,Hawaii,ID1419751809,14511
乐信纽约区域中心,Lexin New York Regional Center,新泽西,New Jersey,ID1418151793,14512
乐信纽约区域中心,Lexin New York Regional Center,纽约,New York,ID1418151793,14513
乐信纽约区域中心,Lexin New York Regional Center,康涅狄格,Connecticut,ID1418151793,14514
乐信纽约区域中心,Lexin New York Regional Center,宾夕法尼亚,Pennsylvania,ID1418151793,14516
EB5自由区域中心,Liberty EB5 Regional Center,宾夕法尼亚,Pennsylvania,ID1430151944,14517
堪萨斯州自由区域中心,Liberty Kansas Regional Center,密苏里,Missouri,ID1327351224,14518
堪萨斯州自由区域中心,Liberty Kansas Regional Center,堪萨斯,Kansas,ID1327351224,14519
明尼苏达州自由区域中心,Liberty Minnesota Regional Center,明尼苏达,Minnesota,ID1319651177,14520
明尼苏达州自由区域中心,Liberty Minnesota Regional Center,威斯康星,Wisconsin,ID1319651177,14521
内布拉斯加州自由区域中心,"Liberty Nebraska Regional Center, LLC",爱荷华,Iowa,ID1312251130,14522
内布拉斯加州自由区域中心,"Liberty Nebraska Regional Center, LLC",内布拉斯加,Nebraska,ID1312251130,14523
南方自由区域中心,Liberty South Regional Center,堪萨斯,ArKansas,ID1102850152,14524
南方自由区域中心,Liberty South Regional Center,密西西比,Mississippi,ID1102850152,14525
南方自由区域中心,Liberty South Regional Center,亚利桑那,Arizona,ID1031910021,14526
南方自由区域中心,Liberty South Regional Center,加利福尼亚,California,ID1031910021,14527
Lifezone发展区域中心,Lifezone Development Regional Center,华盛顿,Washington,ID1509651742,14528
Lightstone纽约区域中心,"Lightstone New York Regional Center, LLC",康涅狄格,Connecticut,ID1403751677,14529
Lightstone纽约区域中心,"Lightstone New York Regional Center, LLC",新泽西,New Jersey,ID1403751677,14530
Lightstone纽约区域中心,"Lightstone New York Regional Center, LLC",宾夕法尼亚,Pennsylvania,ID1403751677,14531
Lightstone纽约区域中心,"Lightstone New York Regional Center, LLC",纽约,New York,ID1403751677,14532
LIGTT 区域中心,LIGTT Regional Center,密西西比,Mississippi,ID1221550724,14533
LIGTT 区域中心,LIGTT Regional Center,路易斯安那,Louisiana,ID1221550724,14534
Lion’s区域中心,Lion’s Regional Center,新泽西,New Jersey,ID1215850682,14535
Lion’s区域中心,Lion’s Regional Center,宾夕法尼亚,Pennsylvania,ID1215850682,14536
Liongate区域中心,"Liongate Regional Center, LLC",华盛顿,Washington,ID1504852597,14537
生活在美国-亚利桑那区域中心,"Live in America – Arizona Regional Center, LLC",亚利桑那,Arizona,ID1326751219,14538
生活在美国-波士顿区域中心,Live in America – Boston Regional Center LLC,新罕布什尔,New Hampshire,ID1230350794,14539
生活在美国-波士顿区域中心,Live in America – Boston Regional Center LLC,马萨诸塞州,Massachusetts,ID1230350794,14540
生活在美国-波士顿区域中心,Live in America – Boston Regional Center LLC,罗德岛州,Rhode Island,ID1230350794,14541
生活在美国-卡罗来那区域中心,Live in America - Carolinas Regional Center LLC,北卡罗来纳,North Carolina,ID1411951742,14542
生活在美国-卡罗来那区域中心,Live in America - Carolinas Regional Center LLC,南卡罗来纳,South Carolina,ID1411951742,14543
生活在美国-科罗拉多区域中心,Live in America - Colorado Regional Center LLC,科罗拉多,Colorado,ID1326251214,14544
生活在美国-康涅狄格区域中心,Live in America – Connecticut Regional Center,康涅狄格,Connecticut,ID1316351160,14545
生活在美国-佛罗里达有限责任公司,"Live in America - Florida, LLC",佛罗里达,Florida,ID1210850642,14546
生活在美国-乔治亚区域中心,Live in America – Georgia Regional Center LLC,乔治亚,Georgia,ID1329551241,14547
生活在美国-印第安纳州，密歇根州，俄亥俄州区域中心,"Live in America - Indiana, Michigan, Ohio Regional Center",俄亥俄,Ohio,ID1331851282,14548
生活在美国-印第安纳州，密歇根州，俄亥俄州区域中心,"Live in America - Indiana, Michigan, Ohio Regional Center",印第安纳,Indiana,ID1331851282,14549
生活在美国-印第安纳州，密歇根州，俄亥俄州区域中心,"Live in America - Indiana, Michigan, Ohio Regional Center",密歇根,Michigan,ID1331851282,14550
生活在美国-路易斯安那区域中心,"Live in America – Louisiana Regional Center, LLC",路易斯安那,Louisiana,ID1329551242,14551
生活在美国-中西区域中心,"Live in America - Midwest Regional Center, LLC",威斯康星,Wisconsin,ID1331051266,14552
生活在美国-中西区域中心,"Live in America - Midwest Regional Center, LLC",明尼苏达,Minnesota,ID1331051266,14553
生活在美国-密苏里州/堪萨斯区域中心,Live in America - Missouri/Kansas Regional Center LLC,堪萨斯,Kansas,ID1411951743,14554
生活在美国-密苏里州/堪萨斯区域中心,Live in America - Missouri/Kansas Regional Center LLC,密苏里,Missouri,ID1411951743,14555
生活在美国-内华达区域中心,"Live in America - Nevada Regional Center, LLC",内华达,Nevada,ID1326251215,14556
生活在美国-纽约区域中心,Live in America – New York Regional Center LLC,新泽西,New Jersey,ID1230350795,14557
生活在美国-纽约区域中心,Live in America – New York Regional Center LLC,纽约,New York,ID1230350795,14558
生活在美国-纽约区域中心,Live in America – New York Regional Center LLC,宾夕法尼亚,Pennsylvania,ID1230350795,14559
生活在美国-西北区域中心,"Live in America – Northwest Regional Center, LLC",俄勒冈,Oregon,ID1316351159,14560
生活在美国-西北区域中心,"Live in America – Northwest Regional Center, LLC",华盛顿,Washington,ID1316351159,14561
生活在美国-费城区域中心,Live in America - Philadelphia Regional Center LLC,特拉华,Delaware,ID1231350801,14562
生活在美国-费城区域中心,Live in America - Philadelphia Regional Center LLC,新泽西,New Jersey,ID1231350801,14563
生活在美国-费城区域中心,Live in America - Philadelphia Regional Center LLC,宾夕法尼亚,Pennsylvania,ID1231350801,14564
生活在美国-南方区域中心,Live in America - South Regional Center LLC,肯塔基,Kentucky,ID1331851281,14565
生活在美国-南方区域中心,Live in America - South Regional Center LLC,田纳西,Tennessee,ID1331851281,14566
生活在美国-德克萨斯区域中心,Live in America - Texas Regional Center LLC,德克萨斯,Texas,ID1235450902,14567
生活在美国-美属维尔京群岛区域中心,Live in America - U.S. Virgin Islands Regional Center LLC,美属维京群岛,U.S. Virgin Islands (USVI),ID1331051267,14568
生活在美国-华盛顿/巴尔的摩区域中心,Live in America– Washington D.C./Baltimore Regional Center LLC,维吉尼亚,Virginia,ID1304651086,14569
生活在美国-华盛顿/巴尔的摩区域中心,Live in America– Washington D.C./Baltimore Regional Center LLC,马里兰,Maryland,ID1304651086,14570
生活在美国-华盛顿/巴尔的摩区域中心,Live in America– Washington D.C./Baltimore Regional Center LLC,西维吉尼亚,West Virginia,ID1304651086,14571
生活在美国-华盛顿/巴尔的摩区域中心,Live in America– Washington D.C./Baltimore Regional Center LLC,哥伦比亚特区,District of Columbia,ID1304651086,14572
生活在美国-芝加哥区域中心,"Live in America Chicago Regional Center, LLC",伊利诺斯,Illinois,ID1314851147,14573
生活在美国-芝加哥区域中心,"Live in America Chicago Regional Center, LLC",威斯康星,Wisconsin,ID1314851147,14574
生活在美国-芝加哥区域中心,"Live in America Chicago Regional Center, LLC",印第安纳,Indiana,ID1314851147,14575
生活在美国-加州区域中心,Live in America-California Regional Center,加利福尼亚,California,ID1314851146,14576
伊利诺伊州地方政府区域中心,Local Government Regional Center of Illinois,伊利诺斯,Illinois,ID1031910005,14577
孤星EB-5区域中心,Lone Star EB-5 Regional Center,德克萨斯,Texas,ID1501252442,14578
孤星区域中心,"Lone Star Regional Center, LLC",德克萨斯,Texas,ID1031910039,14579
洛杉郡矶区域中心,Los Angeles County Regional Center,加利福尼亚,California,ID1031910146,14580
洛杉矶区域中心,Los Angeles Regional Center,加利福尼亚,California,ID1031910112,14581
Lubert-Adler 东北区域中心,"Lubert-Adler Northeast Regional Center, LLC",新泽西,New Jersey,ID1315151151,14582
Lubert-Adler 东北区域中心,"Lubert-Adler Northeast Regional Center, LLC",纽约,New York,ID1315151151,14583
"Luichi, Inc.","Luichi, Inc.",内华达,Nevada,ID1334751342,14584
M&D区域中心,"M&D Regional Center, LLC",加利福尼亚,California,ID1031910158,14585
"Mag Ventures 1, LLC","Mag Ventures 1, LLC",俄亥俄,Ohio,ID1408051712,14586
"Mag Ventures 2, LLC","Mag Ventures 2, LLC",俄亥俄,Ohio,ID1408051713,14587
"Mag Ventures 3, LLC","Mag Ventures 3, LLC",俄亥俄,Ohio,ID1419851813,14588
曼彻斯特太平洋区域中心,Manchester Pacific Regional Center,加利福尼亚,California,ID1334751343,14589
曼哈顿大都会区域中心,Manhattan Metropolitan Regional Center,康涅狄格,Connecticut,ID1501652543,14590
曼哈顿大都会区域中心,Manhattan Metropolitan Regional Center,新泽西,New Jersey,ID1501652543,14591
曼哈顿大都会区域中心,Manhattan Metropolitan Regional Center,纽约,New York,ID1501652543,14592
曼哈顿区域中心,"Manhattan Regional Center, LLC",纽约,New York,ID1031910027,14593
Mariana Stones Corporation Ltd.,Mariana Stones Corporation Ltd.,关岛,Guam,ID1336551551,14594
马里亚纳EB5区域中心,Marianas EB5 Regional Center,北马里亚纳群岛自由联邦,Commonwealth of Northern Marianas Islands,ID1202050579,14595
马里亚纳投资公司,"Mariana's Investment Co, LLC",北马里亚纳群岛自由联邦,Commonwealth of Northern Marianas Islands,ID1234550849,14596
马里兰区区域中心,"Maryland Area Regional Center, LLC",马里兰,Maryland,ID1033650019,14597
马里兰外商投资中心,"Maryland Center for Foreign Investment, LLC",马里兰,Maryland,ID1031910002,14598
马里兰外商投资中心,"Maryland Center for Foreign Investment, LLC",哥伦比亚特区,District of Columbia,ID1031910002,14599
马里兰外商投资中心,"Maryland Center for Foreign Investment, LLC",维吉尼亚,Virginia,ID1031910002,14600
马里兰全球区域中心,"Maryland Global Regional Center, LLC",马里兰,Maryland,ID1335851436,14601
马里兰全球区域中心,"Maryland Global Regional Center, LLC",西维吉尼亚,West Virginia,ID1335851436,14602
马里兰全球区域中心,"Maryland Global Regional Center, LLC",西维吉尼亚,West Virginia,ID1335851436,14602
马里兰全球区域中心,"Maryland Global Regional Center, LLC",哥伦比亚特区,District of Columbia,ID1335851436,14603
马萨诸塞州财富和幸福区域中心,"Massachusetts Wealth and Happiness Regional Center, Inc.",马萨诸塞州,Massachusetts,ID1326651217,14604
麦卡伦EB-5区域中心,McAllen EB-5 Regional Center,德克萨斯,Texas,ID1031910072,14605
MCFI纽约/新泽西/康涅狄格,MCFI New York / New Jersey / Connecticut,康涅狄格,Connecticut,ID1513152686,14606
MCFI纽约/新泽西/康涅狄格,MCFI New York / New Jersey / Connecticut,新泽西,New Jersey,ID1513152686,14607
MCFI纽约/新泽西/康涅狄格,MCFI New York / New Jersey / Connecticut,纽约,New York,ID1513152686,14608
MCFI - 北加州,"MCFI – Northern California, LLC",加利福尼亚,California,ID1509352639,14609
MCFI 乔治亚,MCFI Georgia,乔治亚,Georgia,ID1235250867,14610
MCFI密西西比州/路易斯安那州,MCFI Mississippi / Louisiana,密西西比,Mississippi,ID1511452671,14611
MCFI内华达,MCFI Nevada,内华达,Nevada,ID1508352631,14612
MCFI宾夕法尼亚,MCFI Pennsylvania LLC,宾夕法尼亚,Pennsylvania,ID1511952679,14613
MCFI南加州/亚利桑那州,MCFI Southern California / Arizona,亚利桑那,Arizona,ID1509651744,14614
MCFI南加州/亚利桑那州,MCFI Southern California / Arizona,加利福尼亚,California,ID1509651744,14615
美宝区域中心（原美宝房地产开发有限责任公司）,"Mebo Property Development Regional Center, LLC (former name Mebo Property Development LLC )",加利福尼亚,California,ID1116850232,14616
得克萨斯州医疗投资区域中心,Medical Investment in Texas Regional Center,德克萨斯,Texas,ID1136450472,14617
密尔沃基城市商业协会（MMAC）,Metropolitan Milwaukee Association of Commerce (MMAC),威斯康星,Wisconsin,ID1031910149,14618
迈阿密电影区域中心,Miami Film Regional Center,佛罗里达,Florida,ID1335751407,14619
迈阿密大都会区域中心,Miami Metropolitan Regional Center,佛罗里达,Florida,ID1119450242,14620
迈阿密区域中心,"Miami Regional Center, LLC",佛罗里达,Florida,ID1318451170,14621
密歇根州印第安纳州EB-5区域中心,Michigan-Indiana EB-5 Regional Center,密歇根,Michigan,ID1120750247,14622
密歇根州印第安纳州EB-5区域中心,Michigan-Indiana EB-5 Regional Center,印第安纳,Indiana,ID1120750247,14623
中大西洋区域中心,Mid-Atlantic Regional Center,康涅狄格,Connecticut,ID1434252044,14624
中大西洋区域中心,Mid-Atlantic Regional Center,特拉华,Delaware,ID1434252044,14625
中大西洋区域中心,Mid-Atlantic Regional Center,马里兰,Maryland,ID1434252044,14626
中大西洋区域中心,Mid-Atlantic Regional Center,新泽西,New Jersey,ID1434252044,14627
中大西洋区域中心,Mid-Atlantic Regional Center,纽约,New York,ID1434252044,14628
中大西洋区域中心,Mid-Atlantic Regional Center,宾夕法尼亚,Pennsylvania,ID1434252044,14629
美国中部投资公司,"Mid America Investment Group, LLC",密西西比,Mississippi,ID1428851919,14630
美国中部投资公司,"Mid America Investment Group, LLC",田纳西,Tennessee,ID1428851919,14631
美国中部投资公司,"Mid America Investment Group, LLC",堪萨斯,ArKansas,ID1428851919,14632
大西洋中部EB5区域中心,Mid Atlantic Regional EB5 Regional Center LLC,西维吉尼亚,West Virginia,ID1134150373,14633
乔治亚中部区域中心,Middle Georgia Regional Center,乔治亚,Georgia,ID1031910015,14634
MidPeninsula区域投资中心,"MidPeninsula Regional Investment Center, LL",加利福尼亚,California,ID1323851201,14635
中西部外商投资中心,"Midwest Center for Foreign Investment, LLC",肯塔基,Kentucky,ID1031910188,14636
中西部外商投资中心,"Midwest Center for Foreign Investment, LLC",印第安纳,Indiana,ID1031910188,14637
中西部外商投资中心,"Midwest Center for Foreign Investment, LLC",威斯康星,Wisconsin,ID1336051451,14638
